STREET ADDRESS,WALK SEQ.,CITY CODE
206 W. COLUMBIA AVE. APT.7,1026,2
206 W. COLUMBIA AVE. APT.6,1024,2
206 W. COLUMBIA AVE. APT.5,1020,2
206 W. COLUMBIA AVE. APT.4,1018,2
206 W. COLUMBIA AVE. APT.3,1016,2
206 W. COLUMBIA AVE. APT.2,1014,2
206 W. COLUMBIA AVE. APT.1,1012,2
309 N. JEFFERSON ST. APT.B,1184,2
309 N. JEFFERSON ST. APT.A,1182,2
306 W. OGLETHORPE APT. A,1180,2
306 W. OGLETHORPE APT.B,1178,2
509 N. LANIER ST.,1432,2
1105 COLLINS RD.,668,1
518 E. LIBERTY ST.,504,1
516 E. LIBERTY ST.,502,1
509 S. MADISON ST.,446,1
310 EAST GORDON STREET,187,1
309 S. LANIER ST.,264,1
205 E. ROOSEVELT ST.,1372,2
600 W. GRADY AVE.,88,1
301 W. STEWART AVE.,158,1
300 E. COLUMBIA AVE.,1562,2
318 E. COLUMBIA AVE. APT.-9,1560,2
320 E. COLUMBIA AVE.,1544,2
301 N. LEXINGTON,1524,2
703 N. STATE ST.,1406,2
807 N. LANIER ST.,1348,2
412 N. STATE ST.,1254,2
801 N. HALL ST.,1384,2
618 N. LEXINGTON APT. A,1448,2
211 W. STEWART AVE.,152,1
110 CASCADE DR.,421,1
400 A. BELLVIEW HEIGHTS,11,1
210 N. MADISON STREET,513,1
412 E. WESLEY AVENUE,515,1
406 E. COLUMBIA AVENUE,557,1
112 E. LIBERTY ST.,249,1
205 E. STEWART ST.,149,1
420 S. STATE ST.,164,1
411 S. STATE STREET,166,1
