OPEN,PO BOX NO,OPEN,OPEN,OPEN,CITY CODE,LABEL STOP,OPEN,SORT CODE,TAG
,1483,,,,VSN,,BB,2052,
,1484,,,,VSN,,BB,2054,x
,1485,,,,VSN,,BB,2056,
,1486,,,,VSN,,BB,2058,
,1487,,,,VSN,,BB,2060,x
,1488,,,,VSN,,BB,2062,
,1489,,,,VSN,,BB,2064,
,1490,,,,VSN,,BB,2066,
,1500,,,,VSN,,BB,2086,
,1492,,,,VSN,,BB,2070,
,1493,,,,VSN,,BB,2072,x
,1494,,,,VSN,,BB,2074,
,1541,,,,VSO,,BB,2156,x
,1496,,,,VSN,,BB,2078,
,1498,,,,VSN,,BB,2082,
,1499,,,,VSN,,BB,2084,x
,1558,,,,VSO,,BB,2180,x
,1501,,,,VSN,,BB,2088,
,1502,,,,VSN,,BB,2090,x
,1504,,,,VSN,,BB,2092,
,1505,,,,VSN,,BB,2094,x
,1506,,,,VSN,,BB,2096,x
,1507,,,,VSN,,BB,2098,x
,1508,,,,VSN,,BB,2100,x
,1509,,,,VSN,,BB,2102,
,1510,,,,VSN,,BB,2104,x
,1511,,,,VSN,,BB,2106,x
,1512,,,,VSN,,BB,2108,
,1513,,,,VSN,,BB,2110,x
,1514,,,,VSN,,BB,2112,
,1515,,,,VSN,,BB,2114,
,1516,,,,VSN,,BB,2116,
,1517,,,,VSN,,BB,2118,
,1843,,,,VSQ,,BB,2604,x
,1792,,,,VSQ,,BB,2524,x
,1520,,,,VSN,,BB,2124,x
,1592,,,,VSO,,BB,2234,x
,1581,,,,VSO,,BB,2222,x
,1823,,,,VSQ,,BB,2566,x
,END PO A,,,,VSA,XXXXXXXX,AA,2,x
,END PO B,,,,VSB,XXXXXXXX,AC,206,x
,END PO C,,,,VSC,XXXXXXXX,AE,402,x
,END PO D,,,,VSD,XXXXXXXX,AG,602,x
,END PO E,,,,VSE,XXXXXXXX,AI,680,X
,END PO F,,,,VSF,XXXXXXXX,AK,764,X
,END PO G,,,,VSG,XXXXXXXX,AM,850,X
,END PO H,,,,VSH,XXXXXXXX,AO,956,X
,END PO I,,,,VSI,XXXXXXXX,AQ,1150,X
,END PO J,,,,VSJ,XXXXXXXX,AS,1342,X
,END PO K,,,,VSK,XXXXXXXX,AU,1542,x
,END PO L,,,,VSL,XXXXXXXX,AW,1620,X
,END PO M,,,,VSM,XXXXXXXX,AY,1800,X
,END PO N,,,,VSN,XXXXXXXX,BA,1884,x
,,,,,,,,,
,492,,,,VSE,,AJ,742,X
,81,,,,VSA,,AB,,
,1600,,,,VSO,,BB,2250,x
,2,,,,VSA,,AB,6,
,2693,,,,VST,,,2999,X
,1561,,,,VSO,,BB,2184,x
,1763,,,,VSP,,BB,2476,
,11,,,,VSA,,AB,24,x
,32,,,,VSA,,AB,58,
,13,,,,VSA,,AB,28,
,25,,,,VSA,,AB,42,
,26,,,,VSA,,AB,44,
,10,,,,VSA,,AB,22,x
,30 (A),,,,VSA,,AB,52,
,32,,,,VSA,,AB,56,
,35,,,,VSA,,AB,64,
,39,,,,VSA,,AB,72,
,53,,,,VSA,,AB,90,
,56,,,,VSA,,AB,96,x
,58,,,,VSA,,AB,100,
,68,,,,VSA,,AB,120,
,70,,,,VSA,,AB,124,x
,44,,,,VSA,,AB,82,
,176,,,,VSB,,AX,298,
,90 (C),,,,VSA,,AB,154,
,72,,,,VSA,,AB,128,
,88,,,,VSA,,AB,150,
,89,,,,VSA,,AB,152,x
,81,,,,VSA,,AB,136,
,93,,,,VSA,,AB,160,
,96,,,,VSA,,AB,166,
,100,,,,VSA,,AB,174,
,103,,,,VSA,,AB,180,x
,116,,,,VSA,,AB,194,
,117,,,,VSA,,AB,196,
,123,,,,VSB,,AD,212,
,124,,,,VSB,,AD,214,
,845,,,,VSI,,,1226,
,134,,,,VSB,,AD,234,
,141,,,,VSB,,AD,238,x
,2209,,,,VST,,,2983,X
,157,,,,VSB,,AD,270,X
,160,,,,VSB,,AD,276,
,180 (F),,,,VSB,,AD,306,X
,165,,,,VSB,,AD,286,
,174,,,,VSB,,AD,292,
,176,,,,VSB,,AD,296,X
,177,,,,VSB,,AD,300,
,178,,,,VSB,,AD,302,
,182,,,,VSB,,AD,310,
,183,,,,VSB,,AD,312,X
,185,,,,VSB,,AD,316,
,186,,,,VSB,,AD,318,
,188,,,,VSB,,AD,322,
,190,,,,VSB,,AD,326,
,210 (G),,,,VSB,,AD,350,X
,202,,,,VSB,,AD,334,X
,204,,,,VSB,,AD,338,
,205,,,,VSB,,AD,340,X
,212,,,,VSB,,AD,354,X
,214,,,,VSB,,AD,358,
,218,,,,VSB,,AD,366,
,219,,,,VSB,,AD,368,X
,220,,,,VSB,,AD,370,X
,225,,,,VSB,,AD,380,
,237,,,,VSB,,AD,394,
,242,,,,VSC,,AF,406,
,245,,,,VSC,,AF,412,
,246,,,,VSC,,AF,414,
,248,,,,VSC,,AF,418,
,250,,,,VSC,,AF,422,X
,253,,,,VSC,,AF,428,X
,254,,,,VSC,,AF,430,X
,266,,,,VSC,,AF,442,
,267,,,,VSC,,AF,444,
,275,,,,VSC,,AF,460,
,278,,,,VSC,,AF,466,
,280,,,,VSC,,AF,470,
,284,,,,VSC,,AF,478,
,293,,,,VSC,,AF,486,
,294,,,,VSC,,AF,488,
,300 (J),,,,VSC,,AF,500,
,301,,,,VSC,,AF,502,
,307,,,,VSC,,AF,514,
,308,,,,VSC,,AF,516,
,310,,,,VSC,,AF,520,
,326,,,,VSC,,AF,542,
,327,,,,VSC,,AF,544,
,328,,,,VSC,,AF,546,X
,329,,,,VSC,,AF,548,X
,335,,,,VSC,,AF,560,
,336,,,,VSC,,AF,562,X
,337,,,,VSC,,AF,564,
,341,,,,VSC,,AF,572,
,342,,,,VSC,,AF,574,
,351,,,,VSC,,AF,,
,351,,,,VSC,,AF,582,
,361,,,,VSD,,AH,604,
,366,,,,VSD,,AH,614,
,367,,,,VSD,,AH,616,
,368,,,,VSD,,AH,618,x
,382,,,,VSD,,AH,626,
,371,,,,VSD,,AH,620,
,387,,,,VSD,,AH,636,x
,392,,,,VSD,,AH,640,
,404,,,,VSD,,AH,648,
,408,,,,VSD,,AH,656,
,431,,,,VSD,,AH,676,X
,432,,,,VSD,,AH,678,
,443,,,,VSE,,AJ,686,
,449,,,,VSE,,AJ,698,
,461,,,,VSE,,AJ,704,X
,462,,,,VSE,,AJ,706,X
,465,,,,VSE,,AJ,712,
,466,,,,VSE,,AJ,714,X
,467,,,,VSE,,AJ,716,
,471,,,,VSE,,AJ,720,X
,472,,,,VSE,,AJ,722,X
,482,,,,VSE,,AJ,725,X
,484,,,,VSE,,AJ,728,
,485,,,,VSE,,AJ,730,X
,486,,,,VSE,,AJ,732,
,503,,,,VSE,,AJ,748,
,506,,,,VSE,,AJ,754,X
,507,,,,VSE,,AJ,756,
,525,,,,VSF,,AL,774,X
,526,,,,VSF,,AL,776,
,529,,,,VSF,,AL,782,
,543,,,,VSF,,AL,792,
,545,,,,VSF,,AL,796,
,546,,,,VSF,,AL,798,
,547,,,,VSF,,AL,800,
,563,,,,VSF,,AL,812,
,564,,,,VSF,,AL,814,
,565,,,,VSF,,AL,816,
,565,,,,VSF,,AL,,
,566,,,,VSF,,AL,818,X
,568,,,,VSF,,AL,822,X
,572,,,,VSF,,AL,828,
,581,,,,VSF,,AL,830,X
,583,,,,VSF,,AL,834,
,584,,,,VSF,,AL,836,
,588,,,,VSF,,AL,844,
,591,,,,VSF,,AL,846,
,592,,,,VSF,,AL,848,
,601,,,,VSG,,AN,852,
,604,,,,VSG,,AN,858,
,605,,,,VSG,,AN,860,
,606,,,,VSG,,AN,862,
,607,,,,VSG,,AN,864,
,609,,,,VSG,,AN,868,
,613,,,,VSG,,AN,874,
,614,,,,VSG,,AN,876,X
,623,,,,VSG,,AN,882,X
,628,,,,VSG,,AN,892,X
,631,,,,VSG,,AN,896,
,632,,,,VSG,,AN,898,
,645,,,,VSG,,AN,912,
,646,,,,VSG,,AN,914,
,648,,,,VSG,,AN,918,
,652,,,,VSG,,AN,924,
,653,,,,VSG,,AN,926,
,654,,,,VSG,,AN,928,
,661,,,,VSG,,AN,930,
,662,,,,VSG,,AN,932,
,667,,,,VSG,,AN,942,X
,668,,,,VSG,,AN,944,
,669,,,,VSG,,AN,946,
,671,,,,VSG,,AN,948,X
,672,,,,VSG,,AN,950,
,673,,,,VSG,,AN,952,X
,674,,,,VSG,,AN,954,
,683,,,,VSH,,AP,962,
,684,,,,USH,,AP,964,
,685,,,,VSH,,AP,966,
,687,,,,VSH,,AP,970,
,689,,,,VSH,,AP,974,
,709,,,,VSH,,AP,1004,
,711,,,,VSH,,AP,1006,
,713,,,,VSH,,AP,1010,
,716,,,,VSH,,AP,1016,X
,722,,,,VSH,,AP,1028,
,737,,,,VSH,,AP,1046,
,720,,,,VSH,,AP,1024,X
,731,,,,VSH,,AP,1036,X
,737,,,,VSH,,AP,,
,742,,,,VSH,,AP,1054,
,744,,,,VSH,,AP,1058,
,746,,,,VSH,,AP,1062,
,748,,,,VSH,,AP,1066,X
,750,,,,VSH,,AP,1070,X
,755,,,,VSH,,AP,1080,
,765,,,,VSH,,AP,1090,
,767,,,,VSH,,AP,1094,
,773,,,,VSH,,AP,1104,
,775,,,,VSH,,AP,1108,
,802,,,,VSI,,AR,1154,
,805,,,,VSI,,AR,1160,
,806,,,,VSI,,AR,1162,
,823,,,,VSI,,AR,1186,X
,835,,,,VSI,,AR,1208,
,837,,,,VSI,,AR,1212,x
,856,,,,VSI,,AR,1238,x
,859,,,,VSI,,AR,1244,
,870,,,,VSI,,AR,1264,
,871,,,,VSI,,AR,1266,
,888,,,,VSI,,AR,1290,x
,881,,,,VSI,,AR,1276,
,883,,,,VSI,,AR,1280,
,899,,,,VSI,,AR,1310,
,900,,,,VSI,,AR,1312,
,916,,,,VSI,,AR,1334,X
,918,,,,VSI,,AR,1338,
,922,,,,VSJ,,AT,1346,
,926,,,,VSJ,,AT,1354,
,928,,,,VSJ,,AT,1358,
,932,,,,VSJ,,AT,1366,
,944,,,,VSJ,,AT,1380,
,963,,,,VSJ,,AT,1420,
,964,,,,VSJ,,AT,1422,
,979,,,,VSJ,,AT,1442,
,990,,,,VSJ,,AT,1464,X
,1010 (O),,,,VSJ,,AT,1492,
,1008,,,,VSJ,,AT,1488,X
,1009,,,,VSJ,,AT,1490,
,1015,,,,VSJ,,AT,1502,
,1016,,,,VSJ,,AT,1504,
,1020,,,,VSJ,,AT,1512,
,1040 (P),,,,VSJ,,AT,,
,1043,,,,VSK,,AV,1548,
,1044,,,,VSK,,AV,1550,
,1046,,,,VSK,,AV,1554,
,1100,,,,VSK,,AV,1602,
,1121,,,,VSL,,AX,1622,
,1122,,,,VSL,,AX,1626,
,1123,,,,VSL,,AX,1628,
,1127,,,,VSL,,AX,1636,
,1151,,,,VSL,,AX,1656,X
,1163,,,,VSL,,AX,1664,
,1166,,,,VSL,,AX,1670,
,1167,,,,VSL,,AX,1672,
,1185,,,,VSL,,AX,1688,
,1186,,,,VSL,,AX,1690,
,1187,,,,VSL,,AX,1692,
,1212,,,,VSL,,AX,1720,
,1210,,,,VSL,,AX,1716,
,1260 (S),,,,VSL,,AX,1796,
,1303,,,,VSM,,AZ,1806,
,1311,,,,VSM,,AZ,1820,
,1325,,,,VSM,,AZ,1832,X
,1326,,,,VSM,,AZ,1834,
,1346,,,,VSM,,AZ,1854,
,1362,,,,VSM,,AZ,1866,
,1363,,,,VSM,,AZ,1868,
,1367,,,,VSM,,AZ,1876,
,1407,,,,VSN,,BB,1898,
,1410,,,,VSN,,BB,1904,
,1418,,,,VSN,,BB,1920,
,1425,,,,VSN,,BB,1936,
,1433,,,,VSN,,BB,1952,
,1440,,,,VSN,,BB,1966,x
,1442,,,,VSN,,BB,1970,
,1453,,,,VSN,,BB,1992,
,1464,,,,VSN,,BB,2014,X
,1491,,,,VSN,,BB,2068,
,1495,,,,VSN,,BB,2076,
,1497,,,,VSN,,BB,2080,x
,1518,,,,VSN,,BB,2120,
,1519,,,,VSN,,BB,2122,
,1522 (T),,,,VSN,,BB,2126,
,1523 (U),,,,VSN,,BB,2128,
,1524 (V),,,,VSN,,BB,2130,
,1525 (W),,,,VSN,,BB,2132,
,1531,,,,VSO,,BD,2136,x
,1532,,,,VSO,,BD,2138,
,1533,,,,VSO,,BD,2140,
,1534,,,,VSO,,BD,2142,
,1535,,,,VSO,,BD,2144,
,1536,,,,VSO,,BD,2146,
,1537,,,,VSO,,BD,2148,
,1538,,,,VSO,,BD,2150,
,1539,,,,VSO,,BD,2152,
,1540,,,,VSO,,BD,2154,
,1542,,,,VSO,,BD,2158,x
,1543,,,,VSO,,BD,2160,
,1544,,,,VSO,,BD,2162,
,2621,,,,VST,,,2998,X
,1551,,,,VSO,,BD,2166,x
,1552,,,,VSO,,BD,2168,x
,1553,,,,VSO,,BD,2170,
,1554,,,,VSO,,BD,2172,
,1555,,,,VSO,,BD,2174,
,1556,,,,VSO,,BD,2176,
,1557,,,,VSO,,BD,2178,
,1559,,,,VSO,,BD,2182,
,1562,,,,VSO,,BD,2186,
,1563,,,,VSO,,BD,2188,
,1564,,,,VSO,,BD,2190,
,1565,,,,VSO,,BD,2192,x
,1566,,,,VSO,,BD,2194,
,1567,,,,VSO,,BD,2196,
,1568,,,,VSO,,BD,2198,x
,1571,,,,VSO,,BD,2204,
,1572,,,,VSO,,BD,2206,
,1573,,,,VSO,,BD,2208,
,1574,,,,VSO,,BD,2210,
,1575,,,,VSO,,BD,2212,
,1576,,,,VSO,,BD,2214,x
,1577,,,,VSO,,BD,2216,
,1578,,,,VSO,,BD,2218,x
,1579,,,,VSO,,BD,2220,
,1582,,,,VSO,,BD,2224,x
,1583,,,,VSO,,BD,2226,
,1584,,,,VSO,,BD,2228,
,1585,,,,VSO,,BD,2230,
,1591,,,,VSO,,BD,2232,
,1593,,,,VSO,,BD,2236,
,1594,,,,VSO,,BD,2238,
,1595,,,,VSO,,BD,2240,x
,1596,,,,VSO,,BD,2242,
,1597,,,,VSO,,BD,2244,
,1598,,,,VSO,,BD,2246,
,1599,,,,VSO,,BD,2248,
,1601,,,,VSO,,BD,2252,
,1602,,,,VSO,,BD,2254,
,1603,,,,VSO,,BD,2256,
,1604,,,,VSO,,BD,2258,
,1605,,,,VSO,,BD,2260,
,1606,,,,VSO,,BD,2262,X
,1607,,,,VSO,,BD,2264,
,1608,,,,VSO,,BD,2266,
,1609,,,,VSO,,BD,2268,
,1611,,,,VSO,,BD,2270,
,1612,,,,VSO,,BD,2272,
,1613,,,,VSO,,BD,2274,
,1614,,,,VSO,,BD,2276,
,1615,,,,VSO,,BD,2278,
,1621,,,,VSO,,BD,2280,
,1622,,,,VSO,,BD,2282,
,1623,,,,VSO,,BD,2284,
,1624,,,,VSO,,BD,2286,
,1625,,,,VSO,,BD,2288,x
,1626,,,,VSO,,BD,2290,
,1627,,,,VSO,,BD,2292,x
,1628,,,,VSO,,BD,2294,
,1629,,,,VSO,,BD,2296,x
,1631,,,,VSO,,BD,2300,
,1632,,,,VSO,,BD,2302,x
,1633,,,,VSO,,BD,2304,x
,1634,,,,VSO,,BD,2306,
,1635,,,,VSO,,BD,2308,x
,1636,,,,VSO,,BD,2310,
,1637,,,,VSO,,BD,2312,x
,1638,,,,VSO,,BD,2314,
,1639,,,,VSO,,BD,2316,
,1641,,,,VSO,,BD,2318,
,1642,,,,VSO,,BD,2320,
,1643,,,,VSO,,BD,2322,
,1644,,,,VSO,,BD,2324,
,1645,,,,VSO,,BD,2326,
,1651,,,,VSP,,BF,2330,
,1652,,,,VSP,,BF,2332,X
,1653,,,,VSP,,BF,2334,X
,1654,,,,VSP,,BF,2336,
,1655,,,,VSP,,BF,2338,
,1656,,,,VSP,,BF,2340,X
,1657,,,,VSP,,BF,2342,
,1658,,,,VSP,,BF,2344,X
,1659,,,,VSP,,BF,2346,X
,1661,,,,VSP,,BF,2348,
,1662,,,,VSP,,BF,2350,X
,1663,,,,VSP,,BF,2352,
,1664,,,,VSP,,BF,2354,
,1665,,,,VSP,,BF,2356,
,1671,,,,VSP,,BF,2358,
,1672,,,,VSP,,BF,2360,X
,1673,,,,VSP,,BF,2362,
,1674,,,,VSP,,BF,2364,X
,1675,,,,VSP,,BF,2366,
,1681,,,,VSP,,BF,2368,X
,1682,,,,VSP,,BF,2370,
,1683,,,,VSP,,BF,2373,
,1684,,,,VSP,,BF,2374,
,1685,,,,VSP,,BF,2376,X
,1686,,,,VSP,,BF,2378,
,1687,,,,VSP,,BF,2380,
,1688,,,,VSP,,BF,2382,
,1689,,,,VSP,,BF,2384,
,1691,,,,VSP,,BF,2386,X
,1692,,,,VSP,,BF,2388,
,1693,,,,VSP,,BF,2390,
,1694,,,,VSP,,BF,2392,
,1695,,,,VSP,,BF,2394,
,1701,,,,VSP,,BF,2396,
,1702,,,,VSP,,BF,2398,X
,1703,,,,VSP,,BF,2400,
,1704,,,,VSP,,BF,2402,
,1705,,,,VSP,,BF,2404,
,1711,,,,VSP,,BF,2406,
,1712,,,,VSP,,BF,2408,
,1713,,,,VSP,,BF,2410,
,1714,,,,VSP,,BF,2412,
,1715,,,,VSP,,BF,2414,
,1716,,,,VSP,,BF,2416,
,1717,,,,VSP,,BF,2418,
,1718,,,,VSP,,BF,2420,
,1719,,,,VSP,,BF,2422,
,1721,,,,VSP,,BF,2424,X
,1722,,,,VSP,,BF,2426,
,1723,,,,VSP,,BF,2428,X
,1724,,,,VSP,,BF,2430,X
,1725,,,,VSP,,BF,2432,
,1731,,,,VSP,,BF,2434,
,1732,,,,VSP,,BF,2436,X
,1733,,,,VSP,,BF,2438,X
,1734,,,,VSP,,BF,2440,
,1735,,,,VSP,,BF,2442,
,1741,,,,VSP,,BF,2444,
,1742,,,,VSP,,BF,2446,
,1743,,,,VSP,,BF,2448,x
,1744,,,,VSP,,BF,2450,X
,1745,,,,VSP,,BF,2452,X
,1746,,,,VSP,,BF,2454,
,1747,,,,VSP,,BF,2456,
,1749,,,,VSP,,BF,2460,X
,1751,,,,VSP,,BF,2462,
,1752,,,,VSP,,BF,2464,
,1753,,,,VSP,,BF,2466,
,1754,,,,VSP,,BF,2468,
,1755,,,,VSP,,BF,2470,X
,1761,,,,VSP,,BF,2472,X
,1762,,,,VSP,,BF,2474,X
,1764,,,,VSP,,BF,2478,
,1765,,,,VSP,,BF,2480,
,1771,,,,VSQ,,BH,2484,
,1772,,,,VSQ,,BH,2486,
,1773,,,,VSQ,,BH,2488,
,1774,,,,VSQ,,BH,2490,
,1775,,,,VSQ,,BH,2492,
,1778,,,,VSQ,,BH,2498,
,1779,,,,VSQ,,BH,2500,x
,1780,,,,VSQ,,BH,2502,
,1781,,,,VSQ,,BH,2504,x
,1782,,,,VSQ,,BH,2506,x
,1783,,,,VSQ,,BH,2508,
,1784,,,,VSQ,,BH,2510,
,1785,,,,VSQ,,BH,2512,x
,1787,,,,VSQ,,BH,2516,x
,1788,,,,VSQ,,BH,2518,x
,1789,,,,VSQ,,BH,2520,
,1791,,,,VSQ,,BH,2522,
,1793,,,,VSQ,,BH,2526,
,1794,,,,VSQ,,BH,2528,
,1795,,,,VSQ,,BH,2530,
,1801,,,,VSQ,,BH,2532,
,1802,,,,VSQ,,BH,2534,
,1803,,,,VSQ,,BH,2536,
,1804,,,,VSQ,,BH,2538,
,1805,,,,VSQ,,BH,2540,X
,1806,,,,VSQ,,BH,2542,
,1807,,,,VSQ,,BH,2544,
,1808,,,,VSQ,,BH,2546,
,1809,,,,VSQ,,BH,2548,
,1810,,,,VSQ,,BH,2550,
,1811,,,,VSQ,,BH,2552,x
,1812,,,,VSQ,,BH,2554,
,1813,,,,VSQ,,BH,,
,1814,,,,VSQ,,BH,2558,
,1815,,,,VSQ,,BH,2560,
,1821,,,,VSQ,,BH,2562,x
,1822,,,,VSQ,,BH,2564,
,1824,,,,VSQ,,BH,2568,
,1825,,,,VSQ,,BH,2570,
,1831,,,,VSQ,,BH,2580,
,1832,,,,VSQ,,BH,2582,x
,1833,,,,VSQ,,BH,2584,
,1834,,,,VSQ,,BH,2586,
,1835,,,,VSQ,,BH,2588,
,,,,,,,,,
,1837,,,,VSQ,,BH,2592,
,1838,,,,VSQ,,BH,2594,
,1839,,,,VSQ,,BH,2596,
,1840,,,,VSQ,,BH,2598,
,1841,,,,VSQ,,BH,2600,
,1842,,,,VSQ,,BH,2602,
,1844,,,,VSQ,,BH,2606,
,1845,,,,VSQ,,BH,2608,
,1846,,,,VSQ,,BH,2610,
,1847,,,,VSQ,,BH,2612,
,,,,,,,,,
,1849,,,,VSQ,,BH,2616,
,1851,,,,VSQ,,BH,2618,
,1852,,,,VSQ,,BH,2620,x
,1853,,,,VSQ,,BH,2622,
,1854,,,,VSQ,,BH,2624,X
,1855,,,,VSQ,,BH,2626,x
,1861,,,,VSQ,,BH,2628,
,1862,,,,VSQ,,BH,2630,
,1863,,,,VSQ,,BH,2632,
,1864,,,,VSQ,,BH,2634,
,1865,,,,VSQ,,BH,2636,
,1866,,,,VSQ,,BH,2638,
,1868,,,,VSQ,,BH,2642,x
,1869,,,,VSQ,,BH,2644,x
,1870,,,,VSQ,,BH,2646,
,1871,,,,VSQ,,BH,2648,
,1872,,,,VSQ,,BH,2650,
,1873,,,,VSQ,,BH,2652,
,1874,,,,VSQ,,BH,2654,
,1875,,,,VSQ,,BH,2656,x
,1876,,,,VSQ,,BH,2658,
,1877,,,,VSQ,,BH,2660,
,1878,,,,VSQ,,BH,2662,
,1879,,,,VSQ,,BH,2664,
,1881,,,,VSQ,,BH,2666,
,1882,,,,VSQ,,BH,2668,
,1883,,,,VSQ,,BH,2670,
,1884,,,,VSQ,,BH,2672,
,1885,,,,VSQ,,BH,2674,
,1826,,,,VSQ,,BH,2572,
,1827,,,,VSQ,,BH,2574,
,1828,,,,VSQ,,BH,2576,
,1829,,,,VSQ,,BH,2578,
,1891,,,,VSR,,BJ,2678,
,1892,,,,VSR,,BJ,2680,X
,1893,,,,VSR,,BJ,2682,
,1894,,,,VSR,,BJ,2684,
,1895,,,,VSR,,BJ,2686,
,1896,,,,VSR,,BJ,2688,
,1897,,,,VSR,,BJ,2690,
,1901,,,,VSR,,BJ,2692,
,,,,,,,,,
,1903,,,,VSR,,BJ,2696,
,1904,,,,VSR,,BJ,2698,
,1912,,,,VSR,,BJ,2702,
,2254,,,,vst,,,2989,X
,1914,,,,VSR,,BJ,2706,
,1915,,,,VSR,,BJ,2708,
,1916,,,,VSR,,BJ,2710,X
,1917,,,,VSR,,BJ,2712,
,1921,,,,VSR,,BJ,2714,
,1922,,,,VSR,,BJ,2716,
,1923,,,,VSR,,BJ,2718,
,1931,,,,VSR,,BJ,2722,
,1932,,,,VSR,,BJ,2724,
,1933,,,,VSR,,BJ,2726,X
,1934,,,,VSR,,BJ,2728,
,1935,,,,VSR,,BJ,2730,
,1936,,,,VSR,,BJ,2732,
,1937,,,,VSR,,BJ,2734,
,1941,,,,VSR,,BJ,2736,
,1942,,,,VSR,,BJ,2738,
,1943,,,,VSR,,BJ,2740,
,1944,,,,VSR,,BJ,2742,X
,1951,,,,VSR,,BJ,2744,
,1952,,,,VSR,,BJ,2746,
,1953,,,,VSR,,BJ,2748,
,1954,,,,VSR,,BJ,2750,X
,1955,,,,VSR,,BJ,2752,X
,1956,,,,VSR,,BJ,2754,
,1957,,,,VSR,,BJ,2756,
,1961,,,,VSR,,BJ,2758,
,1962,,,,VSR,,BJ,2760,
,1963,,,,VSR,,BJ,2762,X
,1964,,,,VSR,,BJ,2764,
,1971,,,,VSS,,BL,2768,
,1972,,,,VSS,,BL,2770,
,1973,,,,VSS,,BL,2772,
,1974,,,,VSS,,BL,2774,
,1975,,,,VSS,,BL,2776,
,1976,,,,VSS,,BL,2778,
,1977,,,,VSS,,BL,2780,
,1978,,,,VSS,,BL,2782,
,1980,,,,VSS,,BL,2784,
,1981,,,,VSS,,BL,2786,
,1982,,,,VSS,,BL,2788,
,1983,,,,VSS,,BL,2790,
,1984,,,,VSS,,BL,2792,
,1985,,,,VSS,,BL,2794,
,1986,,,,VSS,,BL,2796,
,2431,,,,VST,,,2996,x
,1988,,,,VSS,,BL,2800,
,1991,,,,VSS,,BL,2802,
,1992,,,,VSS,,BL,2804,
,1993,,,,VSS,,BL,2806,
,1994,,,,VSS,,BL,2808,
,1995,,,,VSS,,BL,2810,
,1996,,,,VSS,,BL,2812,
,1997,,,,VSS,,BL,2813,
,1998,,,,VSS,,BL,2814,
,2000,,,,VSS,,BL,2816,X
,2001,,,,VSS,,BL,2818,
,2002,,,,VSS,,BL,2820,
,2003,,,,VSS,,BL,2822,X
,2004,,,,VSS,,BL,2824,X
,2005,,,,VSS,,BL,2826,
,2006,,,,VSS,,BL,2828,
,2007,,,,VSS,,BL,2830,
,2008,,,,VSS,,BL,2832,
,2011,,,,VSS,,BL,2834,X
,2012,,,,VSS,,BL,2836,X
,2013,,,,VSS,,BL,2838,X
,2014,,,,VSS,,BL,2840,
,2015,,,,VSS,,BL,2842,
,2016,,,,VSS,,BL,2844,
,2017,,,,VSS,,BL,2846,X
,2018,,,,VSS,,BL,2848,
,2020,,,,VSS,,BL,2850,
,2021,,,,VSS,,BL,2852,
,2022,,,,VSS,,BL,2854,
,2023,,,,VSS,,BL,2856,
,2024,,,,VSS,,BL,2858,
,2401,,,,VSS,,,2885,X
,2026,,,,VSS,,BL,2862,
,2027,,,,VSS,,BL,2864,
,2028,,,,VSS,,BL,2866,
,2031,,,,VSS,,BL,2868,
,2032,,,,VSS,,BL,2870,
,2033,,,,VSS,,BL,2872,
,2034,,,,VSS,,BL,2874,
,2035,,,,VSS,,BL,2876,
,2036,,,,VSS,,BL,2878,
,2037,,,,VSS,,BL,2880,
,2038,,,,VSS,,BL,2882,
,2040,,,,VSS,,BL,2884,
,2041,,,,VSS,,BL,2886,
,2042,,,,VSS,,BL,2888,
,2882,,,,VST,,,6705,x
,2044,,,,VSS,,BL,2892,
,2045,,,,VSS,,BL,2894,X
,2046,,,,VSS,,BL,2896,
,2047,,,,VSS,,BL,2898,
,2048,,,,VSS,,BL,2900,
,2051,,,,VST,,BN,2904,
,2865,,,,VST,,,3003,X
,2053,,,,VST,,BN,2908,
,2054,,,,VST,,BN,2910,
,2055,,,,VST,,BN,2912,
,2056,,,,VST,,BN,2914,
,2057,,,,VST,,BN,2916,
,2058,,,,VST,,BN,2918,
,2059,,,,VST,,BN,2920,
,2061,,,,VST,,BN,2922,
,2062,,,,VST,,BN,2924,
,2063,,,,VST,,BN,2926,
,2064,,,,VST,,BN,2928,
,2071,,,,VST,,BN,2930,
,2072,,,,VST,,BN,2932,
,2073,,,,VST,,BN,2934,
,2074,,,,VST,,BN,2936,
,2075,,,,VST,,BN,2938,
,2076,,,,VST,,BN,2940,
,2077,,,,VST,,BN,2942,
,2078,,,,VST,,BN,2944,
,2079,,,,VST,,BN,2946,
,2265,,,,VST,,,2991,X
,2082,,,,VST,,BN,2950,
,2083,,,,VST,,BN,2952,
,2084,,,,VST,,BN,2954,
,2091,,,,VST,,BN,2956,x
,2092,,,,VST,,BN,2958,
,]093,,,,VST,,BN,2960,
,2094,,,,VST,,BN,2862,
,2095,,,,VST,,BN,2964,X
,2096,,,,VST,,BN,2966,
,2097,,,,VST,,BN,2968,
,2098,,,,VST,,BN,2970,
,2099,,,,VST,,BN,2972,
,2101,,,,VST,,BN,2974,
,2102,,,,VST,,BN,2976,
,2103,,,,VST,,BN,2978,
,2104,,,,VST,,BN,2980,
,2111,,,,VST,,BN,2982,
,2112,,,,VST,,BN,2984,
,2113,,,,VST,,BN,2986,
,2114,,,,VST,,BN,2969,X
,2115,,,,VST,,BN,2990,
,2116,,,,VST,,BN,2992,
